"","s1"
"1998",12.6393358001167
"1999",12.5978071590398
"2000",12.6322373410015
"2001",12.536160609228
"2002",12.3438453788137
"2003",12.4829046139915
"2004",12.5986112597923
"2005",12.2714091226975
"2006",12.3241810691181
"2007",12.4319885425668
"2008",12.2880434713576
"2009",12.2275936595954
"2010",12.177501946529
"2011",11.8003808068999
"2012",12.0647149839812
"2013",12.1254368464169
"2014",12.1615426307914
"2015",12.2298347966695
"2016",12.208367854184
"2017",12.1564126301599
"2018",11.6956525922633
"2019",11.7944127326551
"2020",11.5148081532051
"2021",11.6095885858638
"2022",12.1717243251167
"2023",11.7854259986257
"2024",12.6186790242238
"2025",12.6901660736687
"2026",12.0640480591246
"2027",12.0338564840565
"2028",11.9604722471452
"2029",11.9961151069108
"2030",12.4109566733861
"2031",12.2981805329847
"2032",12.3173829577087
"2033",12.3714248289231
"2034",12.062118215595
"2035",12.2696329732882
"2036",12.213517376611
"2037",12.2761843003875
"2038",12.506489882256
"2039",12.3368245316293
"2040",12.5410080506334
"2041",12.5057824200964
"2042",12.2537331216872
"2043",12.0660631090519
"2044",12.0172584525854
"2045",12.1745419140953
"2046",11.9510155186131
"2047",11.8483167354792
"2048",11.9414862641392
"2049",11.9420606844228
"2050",11.9269406059568
"2051",11.6292607232996
"2052",11.8054711305043
"2053",11.9189369329609
"2054",11.5163288277084
"2055",11.8803603012504
"2056",11.9211173099018
"2057",11.7310112409738
"2058",12.2643444935675
"2059",11.8050052719019
"2060",12.0904903978739
"2061",11.9894958636197
"2062",11.7928485779519
"2063",11.7133176453461
"2064",11.8691867316782
"2065",11.7386392430383
"2066",12.0101259755261
"2067",11.6516164210464
"2068",11.9359646522019
"2069",11.2726678646133
"2070",11.6461877875512
"2071",11.4779458832837
"2072",11.9834431564723
"2073",11.8042389507212
"2074",12.0827911409455
"2075",11.8111287622605
"2076",11.7113333543984
"2077",11.9904845544592
"2078",11.7700373192776
"2079",11.7882734087543
"2080",11.6236085319643
"2081",11.7453624263538
"2082",11.7067632864876
"2083",11.8808074571569
"2084",11.6169768595281
"2085",11.7255329096643
"2086",11.6245845163737
"2087",11.7187856652056
"2088",11.6712877702223
"2089",11.3080205590701
"2090",11.8338413358862
"2091",11.6400430259961
"2092",11.7219726405467
"2093",11.5722880095698
"2094",11.5350272804994
"2095",11.9536391809356
"2096",11.3989946319771
"2097",11.554045068722
"2098",11.8847961098744
"2099",11.18907526693
"2100",11.2663495085743
"2101",11.7030418717544
"2102",11.660002990171
"2103",11.6196153551688
"2104",11.8969427157223
"2105",11.8357928987076
"2106",11.3286334751899
"2107",12.1498931071022
"2108",11.6374761236933
"2109",11.6032324719394
"2110",11.7678170395049
"2111",11.7133543781269
"2112",11.8651551706767
"2113",11.7079989879917
"2114",11.7234314391987
"2115",11.918812971866
"2116",11.6990374540098
"2117",11.9104678078563
"2118",11.751988298716
"2119",11.696555043863
"2120",11.7298038394554
"2121",11.4693214008229
"2122",11.6676665673726
"2123",11.3701083509582
"2124",11.9037453378925
"2125",11.8455778353457
"2126",12.0186650624805
"2127",11.9385208358032
"2128",11.7134332016968
"2129",11.2401156258875
"2130",11.7399500689909
"2131",11.7876915820574
"2132",11.6901252170832
"2133",11.6009186667319
"2134",11.61143579734
"2135",11.3522422204298
"2136",11.2188956859379
"2137",11.5743743836651
"2138",11.7752692987238
"2139",11.9177138170851
"2140",11.8384916870719
"2141",11.9461666654865
"2142",11.7450427741707
"2143",11.9631512643479
"2144",11.701822026778
"2145",11.8104993719154
"2146",11.8988877335128
"2147",11.9971549421797
"2148",11.8076734584612
"2149",11.933565784692
"2150",12.2537254330925
"2151",11.6753238595403
"2152",11.9408453163835
"2153",12.0756421945855
"2154",11.5449464753231
"2155",11.8413902627178
"2156",12.3791962419971
"2157",12.3390699554123
"2158",12.3747174959868
"2159",12.2941900986025
"2160",12.1798619072283
"2161",12.3956621106312
"2162",12.7657040722167
"2163",12.6481979106529
"2164",12.4496556634859
"2165",12.2075767228714
"2166",11.9437514222208
"2167",12.2324059090304
"2168",12.200415789545
"2169",12.164194647852
"2170",12.2774481778405
"2171",11.9606525298386
"2172",11.8304626812534
"2173",12.0543439474407
"2174",12.3071944450068
"2175",12.5676761283536
"2176",12.6069308463681
"2177",12.3995391158123
"2178",12.3184408093827
"2179",11.8553694920124
"2180",12.2531207293188
"2181",12.1197404131414
"2182",12.2268801429899
"2183",12.1140360204029
"2184",11.7418138398529
"2185",11.7622999438593
"2186",11.918094575318
"2187",11.9793012652443
"2188",11.9152264864487
"2189",12.4748251620809
"2190",11.2809859478635
"2191",11.2463764243567
"2192",11.4073171861722
"2193",11.5725953160331
"2194",11.5252833377013
"2195",11.5899451461564
"2196",11.5517379507214
"2197",11.6194607163955
"2198",11.8022456951335
"2199",12.1016689700521
"2200",11.9389803537421
"2201",11.9201347341333
"2202",12.2314032213186
"2203",11.9993606903554
"2204",12.1059753429708
"2205",11.7276282570892
"2206",11.824230858714
"2207",12.3237539887973
"2208",12.3683940471183
"2209",12.4653624247315
"2210",11.7058076216868
"2211",11.5458850954234
"2212",11.6152248456334
"2213",11.5323919185945
"2214",11.7581784857958
"2215",11.4630486074775
"2216",11.8025696079151
"2217",11.2105542599098
"2218",11.4527041372942
"2219",11.3381947935683
"2220",11.337225749202
"2221",12.5920615380272
"2222",12.476733367986
"2223",12.4365601341815
"2224",12.2527702846029
"2225",11.7750879357528
"2226",12.1207095951567
"2227",12.1624926315134
"2228",12.4775834339643
"2229",12.4870415313759
"2230",12.0253479357561
"2231",12.2846584541049
"2232",12.1205004321958
"2233",12.171874019453
"2234",12.4157452442786
"2235",12.3124633785433
"2236",12.4851121169926
"2237",12.6255027026167
"2238",12.134122136777
"2239",11.5741404577577
"2240",11.9282322456184
"2241",11.9760564150123
"2242",11.7139797275016
"2243",11.7335170812485
"2244",11.5562658390524
"2245",11.4937608094666
"2246",11.8725025233225
"2247",11.5839199538629
"2248",11.7398940354384
"2249",11.7564607686614
"2250",11.7745334535673
"2251",11.7844169063494
"2252",12.0243395921853
"2253",12.0526353249957
"2254",12.1164120058467
"2255",12.16478016431
"2256",12.051996265182
"2257",12.2480932355411
"2258",11.9390506995115
"2259",12.1187755168197
"2260",11.7386604364533
"2261",12.2164913642013
"2262",12.2982053556865
"2263",12.8061246094985
"2264",13.1009340671065
"2265",12.0138340778142
"2266",12.4757135014506
"2267",12.7550820283134
"2268",13.0692670149299
"2269",11.9530492514189
"2270",12.1465713257423
"2271",12.1747818305588
"2272",12.2445528738644
"2273",11.9643246183997
"2274",12.1162160489675
"2275",12.0022004928662
"2276",12.1325066816375
"2277",12.0896571099378
"2278",11.8955880275071
"2279",11.7940841295975
"2280",11.6229228970763
"2281",12.0705949319737
"2282",12.1459835322508
"2283",11.5446936831042
"2284",11.6293573163986
"2285",11.7331025406631
"2286",11.742985243923
"2287",12.6751794878921
"2288",12.5928607108614
"2289",12.7927765594219
"2290",12.9223543049318
"2291",12.7300083852906
"2292",12.8250770787867
"2293",12.9253681234087
"2294",12.7729624122104
"2295",13.0279743664292
"2296",12.6370103316849
"2297",12.7083668144522
"2298",12.6725291359385
"2299",12.778237859794
"2300",12.6949318399718
"2301",12.6578015226388
"2302",12.4637895588693
"2303",12.4681291543981
"2304",12.5507909972287
"2305",12.2609480790883
"2306",12.2306990988932
"2307",12.2965041462483
"2308",12.4493666819767
"2309",12.4734742827361
"2310",12.3431360561984
"2311",12.2659228638174
"2312",12.1529948245669
"2313",12.1152363163582
"2314",12.0514519950913
"2315",12.2009563225309
"2316",12.2704263999013
"2317",12.1385855423399
"2318",12.1402312954999
"2319",12.1419745638548
"2320",12.0887824853818
"2321",12.3885095830461
"2322",12.1447708904816
"2323",12.1290117288779
"2324",12.1257372678265
"2325",12.2636165670394
"2326",12.1267885110259
"2327",12.2170240412762
"2328",12.2875743085795
"2329",12.1762745522128
"2330",12.1722741594034
"2331",12.8029659839275
"2332",12.7423328252254
"2333",12.7247448279616
"2334",12.4573196685955
"2335",12.5279018419312
"2336",12.683677746113
"2337",12.1276236284636
"2338",12.4735591302613
"2339",12.2600235833262
"2340",12.7047091952294
"2341",12.2958428206983
"2342",12.3507560324116
"2343",12.3275406417474
"2344",12.2513896038502
"2345",12.4057783527138
"2346",12.2868809857332
"2347",12.2146114613312
"2348",12.4029341645623
"2349",12.2410121428593
"2350",12.5860785740583
"2351",12.4469225512108
"2352",12.4178422636181
"2353",12.4202211353282
"2354",11.8976992897363
"2355",11.8929197359268
"2356",11.9639400510633
"2357",12.1592291419602
"2358",12.267493465586
"2359",11.8441634091831
"2360",11.7407195520733
"2361",11.8637837438782
"2362",12.4427754278204
"2363",11.7367418056198
"2364",11.9347184174054
"2365",12.3037469550887
"2366",12.2109963387603
"2367",12.310925894176
"2368",12.2419232691916
"2369",12.3405568618034
"2370",12.0140321093759
"2371",12.0063933936183
"2372",12.2131451102789
"2373",12.6158423712613
"2374",12.6724125693528
"2375",12.3759232584249
"2376",12.5463366452072
"2377",12.7175880228757
"2378",11.9792333549326
"2379",12.2327244904063
"2380",11.9225995988497
"2381",12.0317970038522
"2382",12.1803976766964
"2383",12.148736227491
"2384",12.3262154793717
"2385",11.9962286217322
"2386",11.7910655998545
"2387",11.8225573555727
"2388",11.5633682303513
"2389",11.8095314756854
"2390",12.0338890036634
"2391",11.9267157871523
"2392",11.7148278140074
"2393",12.0556499387058
"2394",11.8300994745337
"2395",12.2008069732647
"2396",11.8252589921651
"2397",12.2107529091648
"2398",11.8118896774472
"2399",11.1838357885505
"2400",11.273802944043
"2401",11.6698472523864
"2402",11.8521611768322
"2403",11.9449954555437
"2404",11.9659236379681
"2405",11.9712036903737
"2406",11.8307891383388
"2407",11.7872511567041
"2408",11.9262341069388
"2409",11.7843385356478
"2410",12.0010333715223
"2411",11.6932552947169
"2412",11.962643638948
"2413",11.7962587922615
"2414",11.8879542125733
"2415",11.8690662299404
"2416",11.7055113557474
"2417",11.7366075311127
"2418",11.8230069631449
"2419",11.7279824775002
"2420",11.8236679986604
"2421",11.8114334235824
"2422",11.6479624969319
"2423",11.7217802203468
"2424",12.0288130129016
"2425",12.2253938468805
"2426",11.7271850296191
"2427",11.7778587068437
"2428",12.0938075714634
"2429",11.6348517405244
"2430",11.7298349029303
"2431",11.6601672985164
"2432",11.9218088130714
"2433",11.9103105449165
"2434",11.8476878691831
"2435",11.9808731034281
"2436",11.5959460455065
"2437",11.6498953135561
"2438",11.7743473220586
"2439",11.5860656238078
"2440",11.7150586145815
"2441",11.4994833471461
"2442",11.5387434402362
"2443",11.6793111754657
"2444",11.8054385758608
"2445",11.4697738378533
"2446",11.8152861067738
"2447",12.126929791271
"2448",11.7877050557633
"2449",11.7712557195991
"2450",11.795647528512
"2451",11.8432753152546
"2452",12.0443127270053
"2453",11.4882640961995
"2454",11.6124074154855
"2455",11.7129999271705
"2456",11.787975186977
"2457",11.9388202227173
"2458",11.8484342318689
"2459",11.6794519676843
"2460",11.9286720536212
"2461",11.7640640999307
"2462",11.8312957502434
"2463",11.7960363438786
"2464",11.9964823365873
"2465",11.8309491551051
"2466",11.7340795414833
"2467",11.7260660997756
"2468",11.4609897301899
"2469",11.389138373267
"2470",12.0581574688359
"2471",12.1020307830024
"2472",11.8986577823899
"2473",11.6497989043909
"2474",11.3567249171636
"2475",12.0953868629499
"2476",11.6750298819173
"2477",11.7698136084833
"2478",11.951145832936
"2479",11.5162405861114
"2480",11.9800629592775
"2481",11.6734232560059
"2482",11.6991234378334
"2483",11.641535630824
"2484",11.7759347173685
"2485",11.7293821101157
"2486",12.0149741176021
"2487",11.9974304005041
"2488",11.9200259618237
"2489",11.9376029278649
"2490",11.8501076229772
"2491",11.351752727724
"2492",12.2239316219821
"2493",11.978451894657
"2494",11.8791168862132
"2495",11.2793737993619
"2496",12.3721562341525
"2497",11.8804389958399
"2498",11.707543637137
"2499",11.2996806667862
"2500",11.7718352882213
"2501",11.8189005278806
"2502",11.8249323986617
"2503",11.5364327168394
"2504",11.9927248848349
"2505",12.4240760500153
"2506",12.4389592028408
"2507",12.61852409044
"2508",12.4479925038469
"2509",12.2530574355514
"2510",12.304384639686
"2511",12.0800279155746
"2512",12.1900701533029
"2513",12.3117138892534
"2514",12.6749308800949
"2515",11.988688212598
"2516",12.1160201947665
"2517",11.928475043513
"2518",12.0487910200889
"2519",12.360063891178
"2520",12.3213237048016
"2521",12.168972500037
"2522",12.3141683272611
"2523",11.64800043697
"2524",11.9525309967335
"2525",11.948280277574
"2526",11.9702270290514
"2527",11.7234307841369
"2528",11.8816614669414
"2529",11.8977657456379
"2530",11.7718117440284
"2531",12.3952910449376
"2532",12.3085098155061
"2533",12.1964982333278
"2534",12.3110307703187
"2535",12.5463865677856
"2536",12.2505938264986
"2537",12.4010815413839
"2538",12.1743768176298
"2539",12.0971323380509
"2540",12.172125866119
"2541",12.143936045936
"2542",12.1113976475656
"2543",11.7181953495969
"2544",11.6362299860913
"2545",11.8365879235487
"2546",11.6970777805387
"2547",11.8493350526216
"2548",11.9477601592376
"2549",12.0097697052999
"2550",13.5969548553379
"2551",11.8477213307562
"2552",11.7408453184942
"2553",11.2736651872574
"2554",11.4577434061202
"2555",11.6264896658935
"2556",11.5402609345669
"2557",11.5771209004038
"2558",11.8167227817108
"2559",11.8663761893963
"2560",11.9840629827672
"2561",11.8568802889819
"2562",11.962853922181
"2563",11.8749153523611
"2564",12.2448930869076
"2565",11.9967293836575
"2566",12.089254082915
"2567",11.9891457339642
"2568",12.1355237302486
"2569",12.372223549948
"2570",11.6812951039797
"2571",12.2371039581575
"2572",11.8772128385962
"2573",12.2457827036629
"2574",12.5251184943101
"2575",11.7042111355175
"2576",11.7194921033792
"2577",11.9413279533638
"2578",11.3097018610528
"2579",11.0674957436369
"2580",11.5747365043716
"2581",11.7296294340577
"2582",11.6685765736868
"2583",12.5684535430197
"2584",12.03527867479
"2585",12.2057860142035
"2586",12.2687388647522
"2587",12.1381422702636
"2588",11.7885237362649
"2589",11.8744278140012
"2590",12.2117752845516
"2591",12.2718150016808
"2592",12.2959315772732
"2593",12.4304453483762
"2594",12.0638297293745
"2595",12.2198208548368
"2596",12.5630826663697
"2597",12.1798723600041
"2598",12.5084249680951
"2599",12.808656361155
"2600",11.9441627679906
"2601",11.7868429652845
"2602",11.3125989182093
"2603",11.4601080300085
"2604",11.4029960854013
"2605",11.4076533627342
"2606",11.9546803550504
"2607",12.2844683181778
"2608",12.1454872697443
"2609",12.0960335660181
"2610",11.5608886641837
"2611",11.79458905153
"2612",12.0509460695963
"2613",11.7320105086053
"2614",11.7045283293542
"2615",11.9689696226866
"2616",11.9528520893149
"2617",12.1393257751019
"2618",12.0299178913058
"2619",12.0867369591599
"2620",12.1856572159083
"2621",12.0814999919276
"2622",12.1286153062275
"2623",12.4205791583596
"2624",12.6192885559283
"2625",12.580880871784
"2626",12.0195240834409
"2627",12.0502018249306
"2628",12.991643089934
"2629",13.0007989925245
"2630",12.8121228919131
"2631",12.9626331620918
"2632",12.8829715022311
"2633",12.5284489190139
"2634",12.872049779355
"2635",11.9284784646833
"2636",12.156997986079
