"","x"
"1636",11.9748829749662
"1637",12.2537833610883
"1638",12.091391236113
"1639",12.1284832459732
"1640",12.320708086152
"1641",12.1776895274566
"1642",12.3525527420031
"1643",12.3565889087184
"1644",12.4032600269251
"1645",12.3165266225745
"1646",11.9747984715042
"1647",11.9651568200425
"1648",11.8314115006747
"1649",11.8056718523698
"1650",11.627399076794
"1651",11.7048668793458
"1652",11.5264092774063
"1653",11.5202827545089
"1654",11.9103459556356
"1655",11.8019939116945
"1656",11.8606485683653
"1657",11.9231440174121
"1658",11.9314550097273
"1659",11.6130509982488
"1660",11.9930304385976
"1661",12.9126182232669
"1662",12.8580559332221
"1663",12.7553146697607
"1664",13.149247139967
"1665",12.5860202313157
"1666",12.7266590162136
"1667",12.7303184181695
"1668",12.6641925805639
"1669",12.5927113647299
"1670",12.6936536994181
"1671",12.498585542416
"1672",12.9170477756541
"1673",12.6973857237242
"1674",12.5205990794058
"1675",12.2494630797898
"1676",12.2543925353279
"1677",12.3080923978578
"1678",12.9007798821435
"1679",12.8285321372
"1680",12.6573764768803
"1681",12.3849864478882
"1682",12.6636487693199
"1683",12.2201219137138
"1684",12.0696326591559
"1685",12.1154929730524
"1686",12.0215171040893
"1687",12.0747455628108
"1688",12.1576572347945
"1689",12.179562003222
"1690",12.1847098477997
"1691",12.1371989005211
"1692",12.5103658939491
"1693",12.02422677191
"1694",12.1360758219401
"1695",12.0422910668922
"1696",12.5304376076327
"1697",12.0430109018364
"1698",12.7888351372032
"1699",12.6797991349281
"1700",12.4292294090819
"1701",12.5443396714976
"1702",12.397016784271
"1703",12.4207776234716
"1704",12.5650303212285
"1705",12.3539871252041
"1706",12.4285759487631
"1707",12.2125887898235
"1708",12.1847651691798
"1709",12.4426625931423
"1710",12.3192806364717
"1711",12.5368829101575
"1712",12.4920800297203
"1713",12.4599246574228
"1714",12.2850340450801
"1715",12.2466184005379
"1716",12.0143943494341
"1717",12.0396699698622
"1718",11.8112385124502
"1719",12.1943487625004
"1720",12.3741135062152
"1721",11.9196968116623
"1722",11.7188342483974
"1723",11.9611356575866
"1724",12.2398750282261
"1725",12.3910448462734
"1726",12.1571297869455
"1727",12.0176058150074
"1728",12.039519701661
"1729",11.9810413170392
"1730",11.9296495565287
"1731",11.7877107105287
"1732",11.7178712545058
"1733",11.6497199682653
"1734",11.7480359301461
"1735",11.7302507518899
"1736",11.5813536744669
"1737",12.5988395552801
"1738",12.337534338712
"1739",12.352199776638
"1740",12.3208534097184
"1741",12.1520628983418
"1742",12.0916211754088
"1743",12.08038519722
"1744",12.5257383294413
"1745",12.2188974406171
"1746",12.3266864401065
"1747",12.2086830024994
"1748",12.3374898363804
"1749",11.9299133240701
"1750",11.7362915861032
"1751",12.3473716025156
"1752",11.6453790960542
"1753",11.9972510826621
"1754",12.1593050935118
"1755",12.0187706098596
"1756",11.7226757820306
"1757",11.6479432906668
"1758",11.9622509057558
"1759",12.051147829961
"1760",12.0644102083051
"1761",11.9942829695475
"1762",12.1302854234023
"1763",12.0974669650874
"1764",11.7113545069149
"1765",11.9301239028914
"1766",12.1945302631666
"1767",12.3496177789143
"1768",11.8703189730618
"1769",11.9806470936992
"1770",11.9190276721964
"1771",11.7637593260128
"1772",11.9158212554605
"1773",11.7374100724839
"1774",11.8851995557635
"1775",11.8308835945925
"1776",11.8474469638562
"1777",11.5824433029771
"1778",11.9032267494976
"1779",11.7109405740557
"1780",11.9973322415951
"1781",11.7733315036254
"1782",11.4402870211494
"1783",11.9118458476293
"1784",11.5973846720089
"1785",11.6483913064723
"1786",11.9443713779251
"1787",11.9838594004318
"1788",11.1277568698975
"1789",11.4601361816985
"1790",11.3874713611102
"1791",12.1081967233958
"1792",11.9353118804899
"1793",11.7283167003858
"1794",11.9096527508772
"1795",11.7747617806602
"1796",11.7624873250261
"1797",11.6688441916328
"1798",11.7546322032124
"1799",11.5831525997992
"1800",11.8207389819973
"1801",11.7443272171233
"1802",11.8023481913565
"1803",11.974614329059
"1804",11.8667889405027
"1805",11.8080364805837
"1806",11.7637924236969
"1807",11.8220812164554
"1808",11.780164215479
"1809",11.7674473153498
"1810",11.8642677892527
"1811",11.4756915853915
"1812",11.5654686149766
"1813",11.702177209126
"1814",11.4366450145344
"1815",11.0141178307104
"1816",11.4432374789098
"1817",11.6733229823594
"1818",11.88468625072
"1819",11.7840499773721
"1820",11.2043988239547
"1821",11.6994704208109
"1822",11.9645302339488
"1823",10.9436059907571
"1824",11.76268352954
"1825",11.889103898341
"1826",11.6336141994282
"1827",11.6107436345012
"1828",11.8735953270408
"1829",11.8493937425106
"1830",11.9232297529784
"1831",11.8018374387139
"1832",11.2520560053256
"1833",11.895135757513
"1834",11.7462248304156
"1835",11.590072556704
"1836",11.6843553191328
"1837",11.3465610051367
"1838",11.7010423022086
"1839",11.4930077636526
"1840",11.8584286897415
"1841",11.799373418176
"1842",11.4819846796976
"1843",11.7282281685801
"1844",11.8607932148077
"1845",12.0098295129482
"1846",11.9124992104885
"1847",12.1075522874943
"1848",11.0001062432228
"1849",11.694721275657
"1850",11.7152074963452
"1851",11.883839451275
"1852",11.7636182097692
"1853",11.7985218761286
"1854",11.9080645556842
"1855",11.9002349234913
"1856",12.2977236394672
"1857",11.9778065684382
"1858",11.8681629781372
"1859",11.7503472398952
"1860",11.8849765777721
"1861",11.7438598040623
"1862",12.6405932013366
"1863",12.57608741221
"1864",12.5761313264356
"1865",12.5559897176298
"1866",12.5274285718665
"1867",12.3635143413156
"1868",12.5486249585521
"1869",12.1880460813721
"1870",12.3355552989292
"1871",12.371394214112
"1872",12.097675893831
"1873",12.3764794080874
"1874",11.8448347904262
"1875",12.1297755056328
"1876",12.2259841327811
"1877",12.2348022609637
"1878",12.1599005991035
"1879",11.7472949792684
"1880",11.7913768058168
"1881",12.3647361216229
"1882",12.4440683220468
"1883",12.143908759666
"1884",12.2255960914565
"1885",12.3484687402353
"1886",12.5219384399864
"1887",12.2505299833309
"1888",12.5391991822049
"1889",12.0915128141157
"1890",11.5906704435995
"1891",11.8183966288112
"1892",11.5058947816281
"1893",11.7730075683948
"1894",11.7157448804176
"1895",11.8341481786651
"1896",11.760739924997
"1897",11.650752246929
"1898",11.7081540206929
"1899",12.0135259365889
"1900",11.9278321108972
"1901",12.0730060955484
"1902",11.966578667692
"1903",12.2345508295471
"1904",11.8609061762558
"1905",12.209935438796
"1906",11.7251098260938
"1907",12.3130418077857
"1908",11.6389849667511
"1909",11.823268825658
"1910",11.7165651742497
"1911",12.3634053608315
"1912",12.5430953104289
"1913",12.0015822063373
"1914",11.0883126089537
"1915",12.5914533807554
"1916",10.9711985228139
"1917",12.5038502606802
"1918",11.846192005043
"1919",12.0862957165182
"1920",12.0494347901943
"1921",12.6598336826729
"1922",12.4908369436194
"1923",12.3533085664519
"1924",12.1849333620974
"1925",12.1920873071052
"1926",12.6739667255282
"1927",11.7651017288307
"1928",12.0903064525358
"1929",11.6348529748396
"1930",11.7970474132608
"1931",11.8334003850832
"1932",11.88623179813
"1933",12.0509083464821
"1934",12.1300125611268
"1935",12.0657751251812
"1936",12.1209606947428
"1937",12.1372642393824
"1938",12.1423664929336
"1939",12.39189540534
"1940",12.2640648179634
"1941",12.0476377506694
"1942",12.1382276727715
"1943",12.3339339946013
"1944",12.7319444705233
"1945",12.7588956390607
"1946",11.822947164743
"1947",12.1493110668511
"1948",12.0349633514283
"1949",12.3128873180751
"1950",12.0518009048415
"1951",12.4502956023828
"1952",12.2856539420924
"1953",12.0543065564227
"1954",12.050450217836
"1955",11.8632909763064
"1956",12.5719618157039
"1957",12.0221182676774
"1958",12.638963149304
"1959",11.9297686003442
"1960",11.5739553716489
"1961",11.7254906973712
"1962",11.5034844119851
"1963",11.5603440984312
"1964",11.6441868143527
"1965",11.8776801983586
"1966",11.7948187411446
"1967",12.6529168731061
"1968",12.9010262838002
"1969",12.7461492381805
"1970",12.8217839911126
"1971",12.9202974913184
"1972",12.7711213743015
"1973",12.5998764377412
"1974",12.7482605460532
"1975",13.0211827739904
"1976",12.6202355969049
"1977",12.8086354889148
"1978",12.7650536399495
"1979",12.668211642233
"1980",12.1360065056796
"1981",12.7178598309257
"1982",12.4063382950137
"1983",12.3278638843515
"1984",12.0973696275952
"1985",12.305985788492
"1986",12.301910631259
"1987",12.1229412895231
"1988",12.1255149726902
"1989",12.1972887962944
"1990",12.2609095739689
"1991",12.3527722302224
"1992",12.2413118280917
"1993",12.0563389139128
"1994",12.3157497153146
"1995",12.1086466341837
"1996",12.482703929432
"1997",12.5849815220685
"1998",12.6966557695012
"1999",12.5128656994599
"2000",12.6466534582836
"2001",12.4995041238363
"2002",12.3462827130012
"2003",12.5118677258642
"2004",12.6172319823033
"2005",12.2893469572299
"2006",12.3467222543566
"2007",12.4734014412676
"2008",12.2519302399739
"2009",12.2127687578909
"2010",12.1635595319378
"2011",11.7955678171336
"2012",12.0139728759249
"2013",12.1121958937177
"2014",12.1518574385348
"2015",12.2090494781942
"2016",12.1972356634461
"2017",12.1582233111071
"2018",11.6761071177397
"2019",11.7719838662352
"2020",11.5340606402102
"2021",11.5719696928039
"2022",12.1120698469555
"2023",11.8432452363805
"2024",12.5999453836109
"2025",12.6835180642848
"2026",12.0630751907093
"2027",11.9946707525091
"2028",11.9450715239831
"2029",12.0193553302479
"2030",12.4667975031765
"2031",12.329725182104
"2032",12.3449254374007
"2033",12.4297405693147
"2034",12.0576136365687
"2035",12.2716145250836
"2036",12.2384293560661
"2037",12.2532433455708
"2038",12.5187060839024
"2039",12.3183617603765
"2040",12.5184963297654
"2041",12.5097728215865
"2042",12.2530821067205
"2043",12.0516982396915
"2044",12.0820212893087
"2045",12.1642828442149
"2046",11.8682502239307
"2047",11.8871987616121
"2048",11.9147274098279
"2049",11.9146134802816
"2050",11.9770670566167
"2051",11.6619949681206
"2052",11.8290697699401
"2053",11.9280717644868
"2054",11.4280418684669
"2055",12.0051677822858
"2056",11.9617371732975
"2057",11.7143730025508
"2058",12.2701269816748
"2059",11.79579782067
"2060",12.1401283319013
"2061",12.0895448990277
"2062",11.8243671459469
"2063",11.7197745836409
"2064",11.8480697321307
"2065",11.7284260716299
"2066",12.0897373910171
"2067",11.6889308678497
"2068",11.9626313753083
"2069",11.2842793127108
"2070",11.6210807081521
"2071",11.4137496461291
"2072",11.9515395455248
"2073",11.7949742831218
"2074",12.0449982526719
"2075",11.8244774153691
"2076",11.6764020120751
"2077",11.9606496093514
"2078",11.741601053351
"2079",11.8177273505051
"2080",11.6402800483756
"2081",11.7983506655159
"2082",11.6546921625225
"2083",11.9522787590114
"2084",11.5859986507794
"2085",11.7082123044527
"2086",11.5974295995736
"2087",11.7633575090084
"2088",11.6914954932324
"2089",11.2323981544486
"2090",11.8150485055318
"2091",11.6006429476325
"2092",11.7667238029739
"2093",11.7088194087569
"2094",11.5910141946881
"2095",11.7977259580467
"2096",11.3712533126418
"2097",11.5615471428484
"2098",11.9281029089918
"2099",10.9548639179887
"2100",11.3085257282885
"2101",11.7019410407985
"2102",11.6665053948738
"2103",11.599597103236
"2104",11.9368676918872
"2105",11.8203450710637
"2106",11.2520315271234
"2107",12.1755223081731
"2108",11.6752084908734
"2109",11.6267365407895
"2110",11.8026613598392
"2111",11.7685670493154
"2112",11.8997043165806
"2113",11.7152772590902
"2114",11.7356948811217
"2115",11.95844520387
"2116",11.7065484522584
"2117",11.9191906168157
"2118",11.7080301473131
"2119",11.6472074040369
"2120",11.7355178706976
"2121",11.4165965157768
"2122",11.6015491133234
"2123",11.3296701126625
"2124",11.9445640426471
"2125",11.8803841445679
"2126",11.9686189226072
"2127",11.9484867033322
"2128",11.7950412520078
"2129",11.3366707916399
"2130",11.7094757169835
"2131",11.8347142233382
"2132",11.7327472210463
"2133",11.6409071786862
"2134",11.6356473188373
"2135",11.3354307587432
"2136",11.2595989362206
"2137",11.5616680549094
"2138",11.7970174664522
"2139",11.9119594778774
"2140",11.849247722708
"2141",11.9274888562112
"2142",11.7431748600168
"2143",11.9537125744181
"2144",11.6929410313415
"2145",11.8046090932885
"2146",11.9074427273367
"2147",11.964075349686
"2148",11.8556234795742
"2149",11.8700697651427
"2150",12.2569673255807
"2151",11.6511996628169
"2152",11.9934825766652
"2153",12.1093970220122
"2154",11.5671020325885
"2155",11.7970135481214
"2156",12.4260843625241
"2157",12.3361882756884
"2158",12.3572860285797
"2159",12.2880802285927
"2160",12.1388976353917
"2161",12.4115154742104
"2162",12.7587724295184
"2163",12.604038513514
"2164",12.4363288756251
"2165",12.2485078681324
"2166",11.8992139110522
"2167",12.2325995394194
"2168",12.1754185789656
"2169",12.1616989961284
"2170",12.2836582790237
"2171",11.9802603144935
"2172",11.8073187514912
"2173",12.098437066668
"2174",12.3058657102267
"2175",12.5987157456395
"2176",12.6477731417568
"2177",12.3861401131459
"2178",12.3338320643195
"2179",11.8539586305541
"2180",12.266312035351
"2181",12.124650060195
"2182",12.2328661907274
"2183",12.0956616520772
"2184",11.7172485469933
"2185",11.7533493789305
"2186",11.8688674701174
"2187",11.9147898329549
"2188",11.9111714010928
"2189",12.4926500660606
"2190",11.2402336769103
"2191",11.2780405003617
"2192",11.3392192820914
"2193",11.5595324375645
"2194",11.4587271194655
"2195",11.5603663355357
"2196",11.5435925844488
"2197",11.6786129043496
"2198",11.8604619866952
"2199",12.0689028052377
"2200",11.9717906947654
"2201",11.9750064737769
"2202",12.2732478417163
"2203",11.9310919224734
"2204",12.1189888053514
"2205",11.7321379978687
"2206",11.802208081316
"2207",12.2490799452548
"2208",12.4414889757802
"2209",12.4622159239551
"2210",11.6798297947026
"2211",11.5612571280503
"2212",11.6124942997173
"2213",11.5226855410289
"2214",11.826206439584
"2215",11.4712110802442
"2216",11.9054244588988
"2217",11.2460404653911
"2218",11.4263672459829
"2219",11.3459277997287
"2220",11.2533175189468
"2221",12.5842971097982
"2222",12.4482711534158
"2223",12.4900175322043
"2224",12.2681393522439
"2225",11.7890778962797
"2226",12.2026631962495
"2227",12.1758817186587
"2228",12.4493084853631
"2229",12.4775071179131
"2230",12.0204424118516
"2231",12.2527629726909
"2232",12.088702873226
"2233",12.1212818003217
"2234",12.3850582125861
"2235",12.303770759792
"2236",12.4751453580264
"2237",12.622611587014
"2238",12.1257111450517
"2239",11.6540005500091
"2240",11.9941379989789
"2241",11.9618444950111
"2242",11.739995040835
"2243",11.7472593462695
"2244",11.622216835414
"2245",11.5270712343421
"2246",11.9009693361916
"2247",11.5578775605001
"2248",11.6998538902909
"2249",11.7264372171618
"2250",11.7513541886677
"2251",11.7055168829988
"2252",12.0739317919355
"2253",12.0338769311517
"2254",12.1596094167582
"2255",12.1736651634715
"2256",12.0968841372347
"2257",12.3006172099183
"2258",11.9390521935155
"2259",12.1354690323073
"2260",11.8012200537874
"2261",12.2163998752673
"2262",12.3164778325228
"2263",12.8067698736917
"2264",13.0236500988923
"2265",12.0462585170053
"2266",12.4958564967017
"2267",12.7616959081382
"2268",12.9491212034544
"2269",11.9470277150041
"2270",12.1354671317154
"2271",12.2068375296417
"2272",12.1994755860238
"2273",11.9646513346658
"2274",12.1429048533162
"2275",11.9008054766737
"2276",12.0566481347635
"2277",12.0981782772569
"2278",11.9329136773692
"2279",11.7589202426277
"2280",11.6286548539898
"2281",12.0668399201402
"2282",12.1585733004228
"2283",11.5533620981743
"2284",11.6243827193122
"2285",11.7451213709905
"2286",11.7409228324516
"2287",12.740721406748
"2288",12.6069856709978
"2289",12.8425802054424
"2290",12.9226132711106
"2291",12.7581134935159
"2292",12.8438813107907
"2293",12.976122240782
"2294",12.8118886044579
"2295",13.0211601728115
"2296",12.6279225370055
"2297",12.7547315078198
"2298",12.6260326402537
"2299",12.7838356836513
"2300",12.7699031808942
"2301",12.6678447438494
"2302",12.4729357804905
"2303",12.5199564323888
"2304",12.5679450216298
"2305",12.2693979505149
"2306",12.2321361519711
"2307",12.3035565113378
"2308",12.4315084468679
"2309",12.5122735974068
"2310",12.3657257877695
"2311",12.311300656257
"2312",12.1329799330416
"2313",12.0986895825295
"2314",12.0586164062005
"2315",12.1834989895005
"2316",12.3458008170585
"2317",12.1451890511125
"2318",12.1469874846362
"2319",12.1411909430794
"2320",12.0946704796291
"2321",12.4359515256171
"2322",12.1313972186411
"2323",12.0930897204196
"2324",12.1019179552569
"2325",12.2563950822989
"2326",12.0965325053856
"2327",12.2384737941203
"2328",12.3042393314255
"2329",12.1876987383583
"2330",12.1598850584526
"2331",12.7816785964696
"2332",12.7966612080174
"2333",12.7522398906288
"2334",12.4757703074924
"2335",12.5395701543982
"2336",12.6984869060379
"2337",12.1331945874187
"2338",12.5316213137526
"2339",12.3073818577177
"2340",12.7273656687629
"2341",12.270425138471
"2342",12.4026611916282
"2343",12.3163878875914
"2344",12.3132929437765
"2345",12.4358786977093
"2346",12.3035993440317
"2347",12.1936134014903
"2348",12.429833397498
"2349",12.2355909848163
"2350",12.6075031441647
"2351",12.4382411629146
"2352",12.4798334609364
"2353",12.4096914065523
"2354",11.8334479409961
"2355",11.8410927087886
"2356",11.9496271567852
"2357",12.1344642865667
"2358",12.2467068383732
"2359",11.8079092015793
"2360",11.7236633093677
"2361",11.8702446528718
"2362",12.4831334917991
"2363",11.8020698308332
"2364",11.938497543208
"2365",12.358403376388
"2366",12.2435303189718
"2367",12.3962415604297
"2368",12.2608635203902
"2369",12.3848058481168
"2370",12.0218940643626
"2371",12.0378533519216
"2372",12.1588550743808
"2373",12.5999538070889
"2374",12.6767321615864
"2375",12.4055769216656
"2376",12.5343679367011
"2377",12.7509093210805
"2378",11.8862109962537
"2379",12.2279476689412
"2380",11.8865431262215
"2381",12.0503539833345
"2382",12.177377526565
"2383",12.1603072184799
"2384",12.3461527914572
"2385",11.9638918367673
"2386",11.7780275246262
"2387",11.8543974767369
"2388",11.5847065965759
"2389",11.7713553879192
"2390",11.9896131113264
"2391",11.8748415300578
"2392",11.6386051655672
"2393",11.996348625977
"2394",11.8285513232683
"2395",12.2714811993536
"2396",11.8391281216825
"2397",12.2726543389709
"2398",11.790004496221
"2399",11.1451498759433
"2400",11.1832897897513
"2401",11.6257846272279
"2402",11.8713424583237
"2403",11.9347611170287
"2404",11.9889955317402
"2405",11.9778719875806
"2406",11.8079560592715
"2407",11.7969740091513
"2408",11.9181509901456
"2409",11.7793911541072
"2410",12.0596442508387
"2411",11.695256810561
"2412",11.9730123172316
"2413",11.8263441919579
"2414",11.8827698749486
"2415",11.852271447647
"2416",11.7162318208951
"2417",11.6967688227987
"2418",11.7906367212085
"2419",11.7608583645934
"2420",11.7831021564767
"2421",11.8849844022514
"2422",11.5631405653042
"2423",11.7278053956437
"2424",12.0942921669585
"2425",12.2216521751596
"2426",11.7117691981312
"2427",11.7835145277973
"2428",12.1248307754996
"2429",11.6011993857136
"2430",11.7347887429124
"2431",11.6449258522029
"2432",11.9253721361303
"2433",11.9077809105895
"2434",11.8825778599838
"2435",12.0147806141038
"2436",11.5676853358197
"2437",11.5751352357533
"2438",11.7441562923696
"2439",11.6020237777679
"2440",11.7253836827506
"2441",11.5517834278351
"2442",11.5771165005041
"2443",11.7116135115219
"2444",11.8111743424647
"2445",11.4523325962178
"2446",11.8213553072113
"2447",12.1035154300843
"2448",11.7498892793118
"2449",11.7481312538105
"2450",11.8797472585887
"2451",11.7759735799198
"2452",12.0889348569079
"2453",11.4962753373891
"2454",11.6372645524085
"2455",11.6267164260513
"2456",11.8372138293574
"2457",11.8749312388234
"2458",11.7770335987743
"2459",11.6166322356887
"2460",11.9263851143425
"2461",11.7657975272906
"2462",11.846254290286
"2463",11.8341446242882
"2464",12.0121986910903
"2465",11.8443638551668
"2466",11.7014325484096
"2467",11.7292257522925
"2468",11.3924408214546
"2469",11.3689067062825
"2470",12.1302443070305
"2471",12.1231270691604
"2472",11.9858579394861
"2473",11.6960990845469
"2474",11.4278546289879
"2475",12.1884779437183
"2476",11.7320299097403
"2477",11.7738456257524
"2478",12.005773300648
"2479",11.5604749105151
"2480",11.9126090866593
"2481",11.6550143777212
"2482",11.7200948356024
"2483",11.6324098292795
"2484",11.775359239353
"2485",11.7021460182697
"2486",11.999701403907
"2487",12.0270389333722
"2488",11.9301280030606
"2489",11.9780543476863
"2490",11.8595647155047
"2491",11.4162436418389
"2492",12.1760998291372
"2493",11.958778904831
"2494",11.914665765165
"2495",11.3559630728683
"2496",12.387405445242
"2497",11.9265643153711
"2498",11.6398634950359
"2499",11.3304120930136
"2500",11.7245084697704
"2501",11.8553062299121
"2502",11.8505934086866
"2503",11.5975447413055
"2504",11.982762201783
"2505",12.3749199740982
"2506",12.470654569047
"2507",12.6077835488812
"2508",12.4711583728384
"2509",12.2420347382212
"2510",12.3075795080537
"2511",12.0576823114035
"2512",12.1861071079068
"2513",12.3140662806878
"2514",12.6350738315736
"2515",11.9048071221784
"2516",12.0772141679556
"2517",11.8648992422789
"2518",11.9727868240481
"2519",12.3322303890012
"2520",12.3071484040838
"2521",12.1518978830732
"2522",12.3213589436322
"2523",11.6619149160404
"2524",11.8756400026513
"2525",11.8682908741378
"2526",11.881642453651
"2527",11.6585096081787
"2528",11.7464775156421
"2529",11.854567117817
"2530",11.7324860335283
"2531",12.3940320845074
"2532",12.3153187912287
"2533",12.1895214135769
"2534",12.3309689217483
"2535",12.6084678801812
"2536",12.2223124347537
"2537",12.3920521789569
"2538",12.1405749543518
"2539",12.0989252254154
"2540",12.1635055798138
"2541",12.1132880345906
"2542",12.103541245343
"2543",11.7112979380071
"2544",11.6400568247933
"2545",11.8443905207825
"2546",11.6908805105174
"2547",11.8009747907519
"2548",11.9704535938032
"2549",12.0042414396138
"2550",13.4028468289143
"2551",11.874659718856
"2552",11.7606122208647
"2553",11.2451013481942
"2554",11.3899842254726
"2555",11.5698464541792
"2556",11.4719988446506
"2557",11.5691785867832
"2558",11.7642569961106
"2559",11.9192769432013
"2560",11.9637381023458
"2561",11.8429636434784
"2562",11.8859427507755
"2563",11.90953671637
"2564",12.2229386993433
"2565",11.9832446396985
"2566",12.0906328716915
"2567",12.0204498910132
"2568",12.0961313577626
"2569",12.314425697345
"2570",11.6591634082684
"2571",12.2339376860673
"2572",11.9476023875
"2573",12.2706300015997
"2574",12.6536519476142
"2575",11.6973301862704
"2576",11.7401097130286
"2577",11.9723948080896
"2578",11.3408788975596
"2579",11.0166189578485
"2580",11.6181562563034
"2581",11.6791001637375
"2582",11.6748811815202
"2583",12.5972842989406
"2584",12.1152663476451
"2585",12.2291871108057
"2586",12.297745434823
"2587",12.1922525391303
"2588",11.7862666281317
"2589",11.8898418534985
"2590",12.2164688681565
"2591",12.3265248601625
"2592",12.2808014540246
"2593",12.4137436360453
"2594",12.0356111409533
"2595",12.2280672703773
"2596",12.6112600985979
"2597",12.1293553990632
"2598",12.4875824306165
"2599",12.6685412556322
"2600",12.05894787368
"2601",11.859945330122
"2602",11.294706692893
"2603",11.5157777309056
"2604",11.3966278207488
"2605",11.3494814318763
"2606",11.9551467166421
"2607",12.2682041769533
"2608",12.1708995058601
"2609",12.1016529996734
"2610",11.5335945908777
"2611",11.676028330577
"2612",12.0426833092073
"2613",11.7208651243341
"2614",11.6823932777153
"2615",12.0062945496575
"2616",11.910539220254
"2617",12.1971304934043
"2618",12.0554569459821
"2619",12.1360314130353
"2620",12.1886575526533
"2621",12.0993986418383
"2622",12.1595954954213
"2623",12.4548892434032
"2624",12.6055504285965
"2625",12.5253708500897
"2626",12.0106050777346
"2627",12.0945926708485
"2628",12.9887212281408
"2629",12.985351493967
"2630",12.8033336827065
"2631",12.9483033561915
"2632",12.8633670236186
"2633",12.5524886877772
"2634",12.8377091907185
"2635",11.952408393907
